Date,Open,High,Low,Close,Adj Close,Volume
2020-09-22,366.925598,842.247803,302.957581,384.762482,384.762482,21176201650
2020-09-23,391.158875,391.721039,292.891083,303.868439,303.868439,12770998669
2020-09-24,281.693787,350.141663,261.663086,337.594452,337.594452,7105243258
2020-09-25,341.103546,365.451691,312.608978,347.292633,347.292633,4116441116
2020-09-26,347.400024,355.065918,322.566010,334.540344,334.540344,2012331387
2020-09-27,334.248505,346.053955,304.969421,340.899872,340.899872,1713012696
2020-09-28,341.671753,342.140839,310.167511,310.167511,310.167511,1521353233
2020-09-29,310.248840,315.762085,293.072601,305.445282,305.445282,1231742502
2020-09-30,305.470520,323.047455,296.179047,317.859070,317.859070,1245161495
2020-10-01,317.986450,328.771881,297.215424,304.085419,304.085419,1751013447
2020-10-02,303.976532,308.459961,271.144226,287.949310,287.949310,2233949428
2020-10-03,287.846039,305.473358,284.509186,294.878540,294.878540,877480418
2020-10-04,294.975555,298.057556,282.718567,290.439056,290.439056,949497192
2020-10-05,290.400696,295.078430,284.410187,290.857086,290.857086,656585876
2020-10-06,291.184937,291.184937,259.056610,260.436707,260.436707,1107883138
2020-10-07,260.521454,260.771820,236.667038,252.784134,252.784134,1149547566
2020-10-08,252.882278,287.863373,244.740891,286.113373,286.113373,1115019204
2020-10-09,286.647980,312.212433,279.420959,309.012909,309.012909,951660171
2020-10-10,309.498718,310.157257,293.033600,293.793182,293.793182,1060834744
2020-10-11,293.481659,303.407928,289.717194,299.060852,299.060852,836379042
2020-10-12,298.814362,343.882660,295.837891,323.899139,323.899139,1059587988
2020-10-13,323.709198,333.054382,318.211761,329.506409,329.506409,1031559816
2020-10-14,329.200989,329.315521,294.887665,304.180603,304.180603,733283913
2020-10-15,304.391113,309.501038,294.954376,302.830078,302.830078,513524902
2020-10-16,302.867676,305.209412,285.143372,296.751099,296.751099,719066586
2020-10-17,296.608643,308.173798,292.066376,308.173798,308.173798,449018958
2020-10-18,307.903107,311.872314,299.943817,302.300262,302.300262,273030531
2020-10-19,302.425385,305.098785,293.343475,297.281921,297.281921,429256185
2020-10-20,297.516266,299.314636,272.842529,279.389771,279.389771,1443643077
2020-10-21,279.260223,302.430298,278.887543,292.393463,292.393463,1730773508
2020-10-22,292.818573,331.089752,291.614685,318.090179,318.090179,1782602876
2020-10-23,319.307281,330.190521,306.349365,314.688965,314.688965,1438442405
2020-10-24,314.688965,321.374908,307.296265,309.342896,309.342896,1231630192
2020-10-25,309.342896,314.383728,303.118378,306.656860,306.656860,1145784156
2020-10-26,306.656860,330.826477,299.548767,307.698792,307.698792,683564224
2020-10-27,307.698792,320.618988,298.250793,304.243134,304.243134,1299037248
2020-10-28,304.243134,308.373230,292.090393,301.707611,301.707611,1441927460
2020-10-29,301.707611,304.263428,277.402893,280.439606,280.439606,484905703
2020-10-30,280.439606,283.697693,266.021332,277.185822,277.185822,2121611483
2020-10-31,277.185822,279.319672,267.500854,272.218811,272.218811,1526042495
2020-11-01,272.218811,277.395996,265.658630,274.857422,274.857422,1190680737
2020-11-02,274.857422,287.083313,269.114624,269.837799,269.837799,1492161861
2020-11-03,269.837799,272.322876,242.043762,248.829056,248.829056,1834672750
2020-11-04,248.829056,251.973587,223.576080,236.270309,236.270309,1536476984
2020-11-05,236.270309,249.753494,223.960938,248.968872,248.968872,1937639222
2020-11-06,248.968872,269.679230,245.989944,265.983124,265.983124,2511440232
2020-11-07,265.983124,289.052216,250.254288,251.788055,251.788055,2563683806
2020-11-08,251.788055,270.091583,249.173538,257.191742,257.191742,1928823993
2020-11-09,257.191742,262.015991,241.240143,252.721680,252.721680,1886607289
2020-11-10,252.721680,270.431671,249.478012,266.397644,266.397644,1806362283
2020-11-11,266.397644,283.074982,257.712677,259.736969,259.736969,1843291407
2020-11-12,259.736969,264.987030,247.711838,256.799988,256.799988,1878978070
2020-11-13,256.799988,275.627472,254.004105,275.626312,275.626312,2056070820
2020-11-14,275.626312,275.626312,253.702698,260.918823,260.918823,1815712444
2020-11-15,260.918823,271.500763,255.135605,263.609253,263.609253,1692204893
2020-11-16,263.609253,284.264435,258.015961,276.587433,276.587433,2036992086
2020-11-17,281.949890,291.789612,275.363831,285.677704,285.677704,1717127966
2020-11-18,285.677704,288.605804,266.112457,278.303009,278.303009,1545581687
2020-11-19,278.303009,283.412994,264.585419,268.772278,268.772278,1592426660
2020-11-20,268.772278,295.608978,268.614441,275.188293,275.188293,2033317010
2020-11-21,275.188293,302.865662,273.835266,296.788239,296.788239,1927063313
2020-11-22,296.788239,300.955750,275.647217,288.445770,288.445770,1925187858
2020-11-23,288.445770,315.157867,285.223480,302.057434,302.057434,669224146
2020-11-24,302.064453,320.431641,286.354706,315.590332,315.590332,2272245220
2020-11-25,315.645599,325.138519,290.283691,298.814636,298.814636,2103466314
2020-11-26,298.850739,301.415710,243.785248,260.463379,260.463379,2614316743
2020-11-27,260.389343,277.664978,253.659775,265.590973,265.590973,445379132
2020-11-28,265.389465,273.498810,257.405884,268.077118,268.077118,1295026561
2020-11-29,268.084869,278.631714,261.281525,273.931549,273.931549,288492905
2020-11-30,273.934082,282.327393,269.745300,272.797394,272.797394,1587850702
2020-12-01,272.800110,280.982788,257.181061,263.688416,263.688416,1821066256
2020-12-02,263.690552,283.135895,259.983032,274.866882,274.866882,374614367
2020-12-03,275.214630,287.745361,273.857635,282.590027,282.590027,1555549922
2020-12-04,282.591370,285.108795,259.685974,262.068176,262.068176,1753070486
2020-12-05,261.128387,273.934418,258.925262,266.791077,266.791077,1565637737
2020-12-06,266.791504,271.272949,258.967102,265.661865,265.661865,1492636546
2020-12-07,265.665833,266.420288,245.409576,250.373062,250.373062,1248081223
2020-12-08,250.395020,250.395020,228.340439,229.475769,229.475769,1697715783
2020-12-09,229.402893,250.898682,206.592575,240.790527,240.790527,2109929706
2020-12-10,240.762451,246.605789,226.424210,232.645035,232.645035,2158642675
2020-12-11,232.657883,243.705643,221.826843,238.602859,238.602859,2154963491
2020-12-12,238.370514,254.533615,238.249008,245.860489,245.860489,1816190840
2020-12-13,245.900101,251.450363,242.841690,245.633759,245.633759,1528069206
2020-12-14,245.582718,246.453918,230.998703,231.293289,231.293289,2006486965
2020-12-15,231.373535,248.393875,225.478989,242.631195,242.631195,1347034326
2020-12-16,242.620407,248.328217,231.946609,246.149902,246.149902,1549751707
2020-12-17,246.117874,248.710037,233.832947,235.976624,235.976624,752055961
2020-12-18,236.002975,255.045258,231.029816,250.617325,250.617325,1700887569
2020-12-19,250.660004,265.745300,248.808701,255.388184,255.388184,1466223873
2020-12-20,255.391815,257.284637,241.827240,243.712402,243.712402,1379959671
2020-12-21,243.711456,246.663605,224.605392,229.023849,229.023849,1914378662
2020-12-22,228.765228,231.088181,216.083282,228.473679,228.473679,1778313210
2020-12-23,228.474136,267.037323,206.487122,215.341309,215.341309,3716321369
2020-12-24,216.385620,228.909958,205.998886,227.936325,227.936325,2193540816
2020-12-25,227.840012,230.037888,210.248642,217.345642,217.345642,1939083462
2020-12-26,217.375732,219.836151,209.892181,214.665146,214.665146,1569169409
2020-12-27,214.665085,225.299164,210.330307,214.257401,214.257401,1808753370
2020-12-28,214.193390,223.949905,210.706726,216.769547,216.769547,1992196531
2020-12-29,216.769669,221.132324,207.989029,214.781723,214.781723,1864310199
2020-12-30,214.827866,215.901627,207.721634,213.890106,213.890106,1246541481
2020-12-31,213.863647,233.119049,203.732117,229.079468,229.079468,1384701835
2021-01-01,230.389099,283.101135,223.147980,267.870148,267.870148,5939530017
2021-01-02,267.675781,287.764709,241.150558,255.453049,255.453049,3660602959
2021-01-03,255.405655,279.657532,248.282822,253.827103,253.827103,2704072214
2021-01-04,253.869141,279.832733,237.326508,262.409973,262.409973,2880812951
2021-01-05,262.441162,317.703827,254.831268,310.044037,310.044037,5102393507
2021-01-06,309.792114,363.479095,304.270660,337.944275,337.944275,5678240760
2021-01-07,336.880249,351.591492,319.372314,328.787079,328.787079,3945134896
2021-01-08,328.732666,426.556580,297.666046,425.388489,425.388489,7389838587
2021-01-09,423.157562,547.335693,412.466522,529.684265,529.684265,11903988153
2021-01-10,529.515320,550.463623,454.339355,483.161316,483.161316,7060106581
2021-01-11,482.669037,513.236389,424.918457,477.437256,477.437256,7454430690
2021-01-12,476.961334,600.710083,474.783112,569.275330,569.275330,11537998861
2021-01-13,567.405518,620.376831,525.830261,619.517273,619.517273,7856308064
2021-01-14,619.325073,696.728638,601.547852,676.914246,676.914246,11305223555
2021-01-15,677.580383,720.565002,631.728882,686.255737,686.255737,9029464235
2021-01-16,686.755005,976.967896,670.852356,941.768616,941.768616,22151081474
2021-01-17,941.076599,1052.286621,907.231323,965.726074,965.726074,22210375443
2021-01-18,964.009583,1013.319519,928.331543,929.621277,929.621277,10554902344
2021-01-19,930.410645,976.601501,850.361877,862.960083,862.960083,10787590416
2021-01-20,863.044495,947.586060,808.671570,904.916687,904.916687,10443895391
2021-01-21,905.425964,948.173096,813.265869,825.131226,825.131226,12141250104
2021-01-22,824.486328,976.780334,782.107361,928.467407,928.467407,13892745611
2021-01-23,927.629822,983.969238,917.057007,940.029785,940.029785,10273049721
2021-01-24,939.683289,961.029236,896.129089,909.814575,909.814575,7674604159
2021-01-25,909.503845,942.832764,881.383301,891.998901,891.998901,6539071331
2021-01-26,891.908325,927.390076,837.363281,887.648987,887.648987,8573631291
2021-01-27,888.129761,891.389832,791.708740,816.930298,816.930298,7100549227
2021-01-28,817.118286,926.661316,796.791626,875.288269,875.288269,8402712674
2021-01-29,876.945007,920.089661,830.723206,847.305969,847.305969,10683053367
2021-01-30,846.894531,920.495850,824.773438,873.746155,873.746155,8233823118
2021-01-31,874.683411,1109.961182,864.534485,985.481567,985.481567,25596637038
2021-02-01,985.705017,985.705017,921.399658,967.215210,967.215210,10915405816
2021-02-02,967.779114,996.814819,935.953125,985.492188,985.492188,6641020393
2021-02-03,984.919739,1085.419922,962.912048,1078.670044,1078.670044,10529111898
2021-02-04,1078.249023,1152.925903,1019.615234,1121.666992,1121.666992,13160797047
2021-02-05,1120.233154,1310.484009,1110.725708,1303.914917,1303.914917,14319698568
2021-02-06,1303.618774,1349.827148,1167.280640,1308.443970,1308.443970,14018841634
2021-02-07,1311.694092,1762.388428,1310.214600,1762.162720,1762.162720,39736320844
2021-02-08,1750.330811,2428.935059,1723.029419,2207.984375,2207.984375,65237578486
2021-02-09,2206.568115,2402.255859,2010.754150,2302.163574,2302.163574,32430181783
2021-02-10,2302.217529,4364.408203,2302.217529,4026.146729,4026.146729,162783634854
2021-02-11,3999.599854,4095.756836,3070.135986,3444.284180,3444.284180,62255891573
2021-02-12,3428.811523,3959.866455,3186.739502,3531.998535,3531.998535,49999838591
2021-02-13,3532.095703,3768.769287,3157.093262,3178.554932,3178.554932,27586963517
2021-02-14,3177.073730,3233.482910,2782.471924,2800.423340,2800.423340,34323178714
2021-02-15,2798.214355,3194.593506,2457.129883,2773.101074,2773.101074,35743862768
2021-02-16,2771.838379,2868.490479,2572.120361,2650.180664,2650.180664,26274614194
2021-02-17,2654.935059,2999.919434,2493.242676,2697.168213,2697.168213,30394925065
2021-02-18,2697.410889,3172.461182,2622.054932,2977.927002,2977.927002,31476147088
2021-02-19,2979.795654,2992.113281,2758.684570,2811.470459,2811.470459,23197072519
2021-02-20,2812.794434,3101.686279,2386.166748,2629.510010,2629.510010,34007027697
2021-02-21,2619.907471,2752.186523,2550.971680,2622.982422,2622.982422,15487225184
2021-02-22,2622.822998,2631.029053,1953.223267,2338.880859,2338.880859,24737029968
2021-02-23,2341.124756,2341.124756,1694.933716,1995.067871,1995.067871,25963234021
2021-02-24,1996.533447,2307.272705,1844.714600,2167.240723,2167.240723,26629094988
2021-02-25,2166.482422,2317.964355,1956.034180,1956.034180,1956.034180,18067578844
2021-02-26,1964.881958,2069.947998,1828.136719,1909.076538,1909.076538,13147203361
2021-02-27,1910.813354,2017.719238,1858.863892,1899.852173,1899.852173,11783272470
2021-02-28,1900.347778,1906.864502,1641.278442,1755.623535,1755.623535,11526415250
2021-03-01,1759.597900,2035.828125,1746.393799,2009.006104,2009.006104,18195984633
2021-03-02,2010.249512,2328.398926,1905.902954,1988.403198,1988.403198,41323842428
2021-03-03,1989.359253,2129.818359,1950.613159,1990.863159,1990.863159,22282540080
2021-03-04,1990.458862,2096.635010,1775.113892,1887.222656,1887.222656,21259672179
2021-03-05,1885.519775,1885.519775,1727.322998,1784.007935,1784.007935,14055548645
2021-03-06,1781.283936,1865.855957,1748.685303,1823.922607,1823.922607,10105019206
2021-03-07,1823.458862,2039.201416,1823.458862,1950.344971,1950.344971,21970162423
2021-03-08,1950.767822,1975.367310,1846.788940,1873.303833,1873.303833,15398121993
2021-03-09,1873.549683,2517.721680,1740.806763,2492.485107,2492.485107,87504097320
2021-03-10,2492.265625,2589.735840,2102.245850,2160.394043,2160.394043,61229553180
2021-03-11,2155.824707,2384.002197,2071.511230,2232.130859,2232.130859,43302147810
2021-03-12,2236.068848,2288.008545,1966.681152,2034.522339,2034.522339,31388363395
2021-03-13,2035.271362,2408.858643,1966.218262,2246.758057,2246.758057,37876494160
2021-03-14,2244.347656,2339.089844,2112.292236,2112.292236,2112.292236,22715565956
2021-03-15,2107.079102,2209.470947,1975.773804,2104.249756,2104.249756,24240282074
2021-03-16,2099.343750,2404.981201,2013.567871,2398.832520,2398.832520,32672677582
2021-03-17,2398.543701,2455.301270,2251.031006,2369.109375,2369.109375,31985296583
2021-03-18,2369.687256,2587.791260,2321.122070,2420.020264,2420.020264,31948026353
2021-03-19,2417.268311,2785.485840,2308.206543,2735.772217,2735.772217,45035862070
2021-03-20,2722.919922,2853.460693,2488.129150,2488.129150,2488.129150,24770675668
2021-03-21,2487.761475,2572.534912,2326.595215,2375.979004,2375.979004,23819526313
2021-03-22,2375.678467,2426.168945,2098.275635,2125.120117,2125.120117,22466111562
2021-03-23,2121.313965,2236.078857,2051.247559,2076.082275,2076.082275,17843102970
2021-03-24,2073.324707,2207.963867,1823.266113,1892.548096,1892.548096,21226525478
2021-03-25,1887.609741,1993.481934,1790.649048,1887.777100,1887.777100,18342433599
2021-03-26,1884.080688,2095.116943,1881.245239,2045.762939,2045.762939,16820971525
2021-03-27,2046.062134,2072.359375,1947.656982,2001.840698,2001.840698,12748167337
2021-03-28,2000.797485,2136.622559,1973.995850,2079.050049,2079.050049,16153305003
2021-03-29,2079.956543,2197.294434,2047.723267,2143.679443,2143.679443,15995612526
2021-03-30,2144.251465,2253.188721,2106.088623,2175.844727,2175.844727,16243843188
2021-03-31,2175.144775,2194.209717,1962.043091,2103.068115,2103.068115,16234729291
2021-04-01,2103.332520,2146.148682,2051.260986,2082.740479,2082.740479,12611997729
2021-04-02,2076.405762,2166.767090,2055.236572,2136.538086,2136.538086,12290298272
2021-04-03,2133.897705,2405.295166,2069.175293,2073.011719,2073.011719,31159614803
2021-04-04,2076.497070,2208.154541,2048.467529,2152.104492,2152.104492,13636937163
2021-04-05,2150.682617,2416.404297,2108.885742,2289.742676,2289.742676,32786708188
