Date,Open,High,Low,Close,Adj Close,Volume
2018-07-27,545834.687500,566818.500000,537925.125000,560119.687500,560119.687500,356437363610
2018-07-28,560397.500000,564087.500000,556398.812500,561981.500000,561981.500000,273628255488
2018-07-29,562919.250000,567477.000000,558484.937500,563786.375000,563786.375000,281753235098
2018-07-30,564000.375000,564955.312500,543140.500000,561180.937500,561180.937500,380826040000
2018-07-31,561230.312500,561252.937500,526854.875000,532571.125000,532571.125000,361931428500
2018-08-01,531790.812500,531790.812500,512888.281250,521086.343750,521086.343750,327869350801
2018-08-02,521720.531250,527090.687500,517086.031250,519257.843750,519257.843750,289172228201
2018-08-03,518914.031250,518914.031250,503404.968750,509553.093750,509553.093750,317144861001
2018-08-04,509846.437500,513877.968750,478688.156250,482031.531250,482031.531250,292555450601
2018-08-05,481910.218750,486823.843750,475715.562500,484473.625000,484473.625000,252166199400
2018-08-06,484093.906250,491195.343750,474138.062500,478353.343750,478353.343750,270141179000
2018-08-07,478802.000000,490396.937500,463064.218750,463399.093750,463399.093750,321333736001
2018-08-08,462968.843750,462968.843750,427430.000000,432893.156250,432893.156250,347673119501
2018-08-09,432876.687500,455518.937500,429279.875000,451565.812500,451565.812500,293358999999
2018-08-10,451785.125000,453149.125000,421887.562500,426033.750000,426033.750000,311958121800
2018-08-11,426108.156250,444703.656250,420820.531250,433681.375000,433681.375000,278836147250
2018-08-12,432849.218750,441542.531250,429670.187500,435538.500000,435538.500000,390250746250
2018-08-13,436824.593750,456188.031250,435893.781250,440924.375000,440924.375000,285939859699
2018-08-14,440230.500000,440250.125000,418063.062500,433669.718750,433669.718750,370853915000
2018-08-15,435188.343750,460634.281250,435188.343750,441060.187500,441060.187500,342265386751
2018-08-16,440061.093750,455022.312500,438815.218750,443937.875000,443937.875000,303335673600
2018-08-17,444370.968750,461367.437500,443253.906250,461236.343750,461236.343750,349958669100
2018-08-18,461432.593750,463810.062500,445332.937500,450241.343750,450241.343750,279275006800
2018-08-19,450157.937500,458247.031250,445881.031250,456010.437500,456010.437500,232079905300
2018-08-20,455620.750000,458172.718750,439658.500000,440398.468750,440398.468750,255860631000
2018-08-21,439877.687500,454085.781250,439680.125000,453239.875000,453239.875000,235896023001
2018-08-22,453064.562500,476152.781250,440824.281250,445476.968750,445476.968750,326114164599
2018-08-23,445101.812500,458912.468750,445101.812500,458095.093750,458095.093750,240175218000
2018-08-24,459261.562500,470128.406250,455554.656250,470128.406250,470128.406250,286683487200
2018-08-25,470127.687500,475002.500000,468799.156250,473152.781250,473152.781250,231749496000
2018-08-26,472554.625000,473961.500000,463187.656250,469239.906250,469239.906250,230553180000
2018-08-27,469487.562500,483026.343750,467008.656250,483026.343750,483026.343750,281973039999
2018-08-28,483478.187500,498309.062500,482864.968750,497378.250000,497378.250000,326615194600
2018-08-29,497057.968750,501594.343750,491651.937500,497036.187500,497036.187500,292408916400
2018-08-30,496796.406250,498836.812500,483485.968750,493640.000000,493640.000000,315730304999
2018-08-31,493338.625000,501059.062500,491331.375000,499668.187500,499668.187500,319191149999
2018-09-01,500181.500000,514202.593750,499701.562500,510720.750000,510720.750000,292239549999
2018-09-02,510460.187500,518748.000000,506383.375000,516363.125000,516363.125000,307397339999
2018-09-03,516811.125000,521110.500000,510264.937500,516988.875000,516988.875000,291089389599
2018-09-04,517198.218750,528851.625000,516659.875000,526947.625000,526947.625000,305907151200
2018-09-05,526933.312500,528863.812500,487385.562500,487385.562500,487385.562500,416183004999
2018-09-06,484681.281250,484681.281250,459538.656250,469708.500000,469708.500000,397358431799
2018-09-07,469690.500000,471554.781250,458639.593750,464206.281250,464206.281250,306118730401
2018-09-08,463711.000000,469028.468750,444858.000000,446900.843750,446900.843750,275280606801
2018-09-09,446714.218750,462712.531250,445123.562500,452275.718750,452275.718750,263568264200
2018-09-10,452326.687500,457596.062500,451694.312500,458586.750000,458586.750000,269086545000
2018-09-11,458744.718750,463393.781250,454679.062500,459108.750000,459108.750000,279618963300
2018-09-12,458804.437500,459153.218750,452433.468750,458282.375000,458282.375000,293234194500
2018-09-13,458458.406250,470712.906250,458458.406250,469409.250000,469409.250000,303290792751
2018-09-14,469272.406250,472181.812500,463875.812500,468068.468750,468068.468750,292957931400
2018-09-15,467830.562500,471590.812500,466691.437500,470259.781250,470259.781250,231155481000
2018-09-16,469791.187500,470341.000000,464287.375000,468389.718750,468389.718750,235282975100
2018-09-17,468165.500000,470044.906250,453857.937500,455575.437500,455575.437500,283648873401
2018-09-18,455554.406250,465885.531250,457240.187500,463193.500000,463193.500000,303892543000
2018-09-19,463233.500000,466546.093750,449173.406250,462934.375000,462934.375000,320607449000
2018-09-20,462956.812500,468314.312500,458749.500000,467626.468750,467626.468750,311870272210
2018-09-21,467210.437500,490653.218750,466406.156250,486364.437500,486364.437500,471704058340
2018-09-22,486371.656250,492113.468750,477838.843750,485568.937500,485568.937500,325759795900
2018-09-23,485087.843750,488786.656250,482521.281250,484771.468750,484771.468750,303224620823
2018-09-24,484348.156250,486296.718750,478366.500000,479421.250000,479421.250000,303649228877
2018-09-25,480019.500000,480019.500000,464248.406250,468516.562500,468516.562500,343489320212
2018-09-26,468975.875000,478037.437500,464538.000000,470341.937500,470341.937500,321331525486
2018-09-27,470362.937500,487092.375000,469770.656250,484838.875000,484838.875000,334528104497
2018-09-28,484984.093750,492349.718750,478515.375000,481799.062500,481799.062500,363621379247
2018-09-29,481724.375000,481724.375000,472192.281250,478741.125000,478741.125000,316432969730
2018-09-30,478940.531250,481768.000000,476167.000000,480446.781250,480446.781250,290221894444
2018-10-01,480032.718750,484655.718750,477721.687500,483459.562500,483459.562500,293538505502
2018-10-02,483725.156250,484777.468750,479389.968750,480693.250000,480693.250000,291759335581
2018-10-03,480529.000000,481850.750000,472949.250000,480284.531250,480284.531250,287118653700
2018-10-04,479938.875000,487218.625000,479938.875000,484240.281250,484240.281250,282621301642
2018-10-05,484053.250000,490810.250000,482641.656250,490725.781250,490725.781250,272058149417
2018-10-06,490723.531250,491174.812500,487414.968750,488127.875000,488127.875000,241514132572
2018-10-07,488303.468750,490738.093750,485860.281250,487890.375000,487890.375000,244326095660
2018-10-08,487686.437500,492987.656250,486652.625000,491494.718750,491494.718750,294019227925
2018-10-09,491557.500000,493179.781250,490005.093750,493820.062500,493820.062500,266200767460
2018-10-10,493645.375000,493645.375000,484507.625000,488975.937500,488975.937500,281233213719
2018-10-11,489065.781250,489065.781250,463354.343750,464282.000000,464282.000000,384534821697
2018-10-12,463021.156250,466851.656250,461809.125000,462348.687500,462348.687500,278790972976
2018-10-13,462606.593750,464848.843750,461260.343750,463189.437500,463189.437500,225776108082
2018-10-14,463373.656250,468879.468750,462759.125000,463555.187500,463555.187500,227345725469
2018-10-15,463681.187500,515168.343750,461175.656250,486631.375000,486631.375000,543746857573
2018-10-16,486990.625000,493209.562500,481550.000000,484586.500000,484586.500000,299357212837
2018-10-17,484175.843750,485096.531250,479122.468750,481278.375000,481278.375000,300663030605
2018-10-18,481123.937500,483139.656250,476038.750000,476163.187500,476163.187500,288495620114
2018-10-19,476263.187500,477073.750000,473153.031250,475036.125000,475036.125000,262952002258
2018-10-20,474706.218750,477410.031250,473830.406250,476783.312500,476783.312500,248276411099
2018-10-21,476849.437500,481720.000000,475814.187500,476291.937500,476291.937500,239059631861
2018-10-22,476563.781250,479219.500000,473300.843750,475071.593750,475071.593750,268973087236
2018-10-23,473987.750000,476443.562500,472440.062500,474226.843750,474226.843750,272138495495
2018-10-24,474457.531250,477698.687500,473714.625000,475693.625000,475693.625000,250790296435
2018-10-25,474874.156250,476201.656250,472726.968750,474260.000000,474260.000000,236573822610
2018-10-26,473685.156250,476259.687500,472938.375000,473466.093750,473466.093750,241754906250
2018-10-27,473911.437500,475927.406250,471986.843750,473950.531250,473950.531250,248169502268
2018-10-28,474117.281250,475544.250000,471548.562500,474382.125000,474382.125000,251963970650
2018-10-29,474818.031250,477757.718750,464260.687500,466155.031250,466155.031250,309162094956
2018-10-30,466407.312500,468113.187500,463827.250000,466582.343750,466582.343750,278515826000
2018-10-31,466782.687500,467676.593750,466596.343750,468027.500000,468027.500000,310499632920
2018-11-01,468066.750000,483540.093750,467611.937500,467615.250000,467615.250000,277836685936
2018-11-02,467698.843750,467541.093750,461266.000000,465815.343750,465815.343750,308787036724
2018-11-03,465727.843750,466663.343750,462456.156250,463833.500000,463833.500000,266771023441
2018-11-04,464140.500000,465987.625000,458970.781250,465075.875000,465075.875000,320208721693
2018-11-05,464163.406250,472363.718750,464003.343750,467768.531250,467768.531250,304196802000
